Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Seminal vesicle	94/11672	0.05323020826584656	0.18414073717575657	0	0	1.344156158231128	3.942583702928981	DPP10;CHRM3;GABRB1;GDI1;CRTC1;KCNC2;CTNND2;DIRAS1;WIPF3;ABAT;ENO2;CNDP2;RIMS2;GRM5;NUDCD3;LRRTM1;FAM19A2;SH3BGRL2;PIP4K2C;BSN;SULT4A1;YWHAG;ANKS1B;DLGAP4;ANKRD6;C11ORF87;RBFOX1;TSPYL1;SLC6A17;LMO4;PDE4D;KCNAB2;DUSP8;RUNDC3A;DNM1;SYN1;MAPK8IP1;DKK3;ANO3;CACNB1;KIAA1217;SLC9A6;MAP7D1;HECW1;EEF1A2;KCNMA1;MAPRE3;PLCB1;VSTM2A;ABCG4;INA;TSPYL4;NDRG3;DCTN1;CEND1;NDRG2;ACTR3B;EPB49;PHYHIP;MLLT6;KIAA0513;KLC2;ZNRF3;SV2B;MAP2;VPS8;CASKIN1;SLIT1;CTNNA2;ANKRD34A;CA11;CADM4;IQSEC2;RHBDD2;KCNB1;AGK;HOOK3;KIAA1045;HTR5A;SMARCA2;TUBB4A;SNAP91;GNAO1;FER;DLG1;PPP2R2C;RAB15;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;EBAG9;HCN1
Wood	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	TUBB4A
Jejunum	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	CACNB2
Pleomorphic adenoma cell	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	CRTC1
HO-8910PM	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	CAMK2N2
HOG cell	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	GDI1
Rat-2 cell	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	DCTN1
Inferior mesenteric artery	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	MAPK8IP1
Mantle muscle	1/8	0.05617852998582404	0.18414073717575657	0	0	19.829170829170828	57.0925576041236	FAIM2
a24	1/9	0.06297674899709044	0.19763979738448592	0	0	17.34965034965035	47.97160424211999	DLGAP4
Vascular smooth muscle	1/9	0.06297674899709044	0.19763979738448592	0	0	17.34965034965035	47.97160424211999	YWHAG
Bile duct	1/9	0.06297674899709044	0.19763979738448592	0	0	17.34965034965035	47.97160424211999	CHRM3
MV4-11 cell	1/9	0.06297674899709044	0.19763979738448592	0	0	17.34965034965035	47.97160424211999	FER
Brain cortex cell line	4/211	0.06638361008447437	0.2036561410811613	0	0	2.71207729468599	7.3559810482628665	ENO2;SNCB;INA;YWHAG
Prostate gland	122/15901	0.06954532667357402	0.2036561410811613	0	0	1.4328422702210648	3.819637333312845	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;RBFOX1;SLC15A2;TSPYL1;LMO4;HPCAL4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;GABRB1;GDI1;KCNC2;DIRAS1;GRM5;NUDCD3;BAI2;SH3BGRL2;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;CAMK2N2;KIAA1324;SLIT1;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;GAD1;KIAA1045;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9
Nerve sheath	1/10	0.06972633982778743	0.2036561410811613	0	0	15.421134421134422	41.069212505400955	ENO2
Vomeronasal organ	1/10	0.06972633982778743	0.2036561410811613	0	0	15.421134421134422	41.069212505400955	GNAO1
Hep-G2/2.15 cell	1/10	0.06972633982778743	0.2036561410811613	0	0	15.421134421134422	41.069212505400955	NDRG3
Psammoma body	1/10	0.06972633982778743	0.2036561410811613	0	0	15.421134421134422	41.069212505400955	ENO2
Calyx	1/10	0.06972633982778743	0.2036561410811613	0	0	15.421134421134422	41.069212505400955	CHRM3
Ophthalmic nerve	32/3453	0.07415127824875167	0.2126995856957264	0	0	1.3726145237399257	3.571059791831208	DPP10;RTN1;NDRG3;RABGAP1;GDI1;PCDH10;FAM57B;STXBP1;ENO2;NDRG2;EPB49;PHYHIP;CNDP2;KIAA0513;CAMK2N2;TSPAN7;SULT4A1;CADM3;TSPYL1;SLC6A17;KCNB1;KCNAB2;SNAP91;DNM1;SYN1;MAPK8IP1;DKK3;MPPED1;MAP7D1;EEF1A2;MAPRE3;RLTPR
Compound eye	1/11	0.07642764774151524	0.2126995856957264	0	0	13.878321678321678	35.68686578929854	HCN1
Thoracic ganglion	1/11	0.07642764774151524	0.2126995856957264	0	0	13.878321678321678	35.68686578929854	SPATS2L
p3hr1	1/11	0.07642764774151524	0.2126995856957264	0	0	13.878321678321678	35.68686578929854	MAPRE3
Apical hook	1/11	0.07642764774151524	0.2126995856957264	0	0	13.878321678321678	35.68686578929854	DUSP8
Smooth muscle	77/9462	0.08045329995384307	0.21689291684457243	0	0	1.2822414300368163	3.23134891563919	CHRM3;GABRB1;GDI1;CRTC1;KCNC2;CTNND2;DIRAS1;WIPF3;ENO2;RIMS2;GRM5;NUDCD3;FAM19A2;FAM19A1;SH3BGRL2;YWHAG;ANKS1B;DLGAP4;ANKRD6;C11ORF87;TSPYL1;SLC6A17;LMO4;PDE4D;KCNAB2;DUSP8;RUNDC3A;DNM1;SYN1;DKK3;ANO3;CACNB1;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;KCNMA1;PLCB1;VSTM2A;ABCG4;TSPYL4;RTN1;NDRG3;DCTN1;CEND1;NDRG2;ACTR3B;EPB49;MLLT6;KIAA0513;KLC2;ABLIM2;SV2B;MAP2;VPS8;ASPDH;CTNNA2;ANKRD34A;CA11;CADM4;IQSEC2;RHBDD2;AGK;HOOK3;SMARCA2;CORO2B;GNAO1;FER;DLG1;NECAP1;PPP2R2C;RAB15;PPP1R1B;CNIH2;EBAG9
Ventral nerve cord	1/12	0.08308101560487012	0.21689291684457243	0	0	12.616020343293071	31.387889738679515	SNAP91
Nerve plexus	1/12	0.08308101560487012	0.21689291684457243	0	0	12.616020343293071	31.387889738679515	ENO2
Hematopoietic cell	1/12	0.08308101560487012	0.21689291684457243	0	0	12.616020343293071	31.387889738679515	ENO2
Monocytic leukemia cell	1/12	0.08308101560487012	0.21689291684457243	0	0	12.616020343293071	31.387889738679515	SCN8A
Pheromone gland	1/12	0.08308101560487012	0.21689291684457243	0	0	12.616020343293071	31.387889738679515	SPATS2L
BEAS-2B cell	1/12	0.08308101560487012	0.21689291684457243	0	0	12.616020343293071	31.387889738679515	DLGAP4
Pancreatic beta cell	2/68	0.0862447392191091	0.22317717604944898	0	0	4.223218096457533	10.349275604725992	KCNB1;STXBP1
NAMALWA cell	1/13	0.08968678389130744	0.2242169597282686	0	0	11.564102564102564	27.886045327020618	MAPRE3
Ruminal fluid	1/13	0.08968678389130744	0.2242169597282686	0	0	11.564102564102564	27.886045327020618	PDE4D
Blastoderm	1/13	0.08968678389130744	0.2242169597282686	0	0	11.564102564102564	27.886045327020618	KLC2
Subcutaneous tissue	1/13	0.08968678389130744	0.2242169597282686	0	0	11.564102564102564	27.886045327020618	ENO2
NCCIT cell	1/14	0.0962452906927208	0.2327242684783003	0	0	10.674018289402905	24.9863315899439	GABRB1
Ocellus	1/14	0.0962452906927208	0.2327242684783003	0	0	10.674018289402905	24.9863315899439	RNF41
b19	1/14	0.0962452906927208	0.2327242684783003	0	0	10.674018289402905	24.9863315899439	TSPAN7
werirb1	1/14	0.0962452906927208	0.2327242684783003	0	0	10.674018289402905	24.9863315899439	KIAA1324
Cardiac muscle	116/15135	0.09951405377925207	0.2386719176006452	0	0	1.3342432918303482	3.078708223930384	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;C11ORF87;RBFOX1;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;KLC2;MAP2;VPS8;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;BAI2;SH3BGRL2;YWHAG;DLGAP4;ANKRD6;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;KIAA1324;SLIT1;ASPDH;CTNNA2;CA11;KCNB1;AGK;KIAA1045;TUBB4A;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1
nd7/23	1/15	0.10275687174219132	0.2400664884026234	0	0	9.91108891108891	22.55158813317602	SCN8A
Human aortic endothelial cell	1/15	0.10275687174219132	0.2400664884026234	0	0	9.91108891108891	22.55158813317602	DNM1
Superior vena cava	1/15	0.10275687174219132	0.2400664884026234	0	0	9.91108891108891	22.55158813317602	CNDP2
BTO:0000964	4/247	0.1033506577190955	0.2400664884026234	0	0	2.306055261610817	5.233886735470372	SLC15A2;KCNB1;KCNMA1;GRIN1
Peripheral nerve	3/157	0.10441587247287124	0.24064595608982042	0	0	2.722022658192871	6.150066077834683	SCN8A;ENO2;BSN
Corpus cardiacum	1/16	0.10922186039672545	0.24784960628487698	0	0	9.24988344988345	20.482701866982715	SPATS2L
Oc cell	1/16	0.10922186039672545	0.24784960628487698	0	0	9.24988344988345	20.482701866982715	PPP2R2C
Colonic cancer cell	7/563	0.11258574271753355	0.25083803945013644	0	0	1.7736176022685501	3.873652125299582	NECAP1;WIPF3;EEF1A2;CASKIN1;KCNAB2;YWHAG;CNDP2
Duodenum	120/15789	0.1143747384297052	0.25083803945013644	0	0	1.3360776054630161	2.8969837265581386	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;RBFOX1;SLC15A2;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;CPLX2;NDRG2;ACTR3B;EPB49;KLC2;NEURL;VPS8;CASKIN1;TSPAN7;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;SNAP91;SYT7;GNAO1;FER;LRFN5;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;KCNC2;DIRAS1;GRM5;NUDCD3;LRRTM1;BAI2;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;KIAA1324;SLIT1;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1
Corpus cavernosum	1/17	0.11564058767870697	0.25083803945013644	0	0	8.671328671328672	18.706382287067274	KCNMA1
Nephrocyte	1/17	0.11564058767870697	0.25083803945013644	0	0	8.671328671328672	18.706382287067274	VPS8
Hemocyte	1/17	0.11564058767870697	0.25083803945013644	0	0	8.671328671328672	18.706382287067274	VPS8
Interstitial cell	1/17	0.11564058767870697	0.25083803945013644	0	0	8.671328671328672	18.706382287067274	ENO2
Dental plaque	1/18	0.12201338230456223	0.2552762253889777	0	0	8.160839160839162	17.167341601168975	SMARCA2
Venom gland	1/18	0.12201338230456223	0.2552762253889777	0	0	8.160839160839162	17.167341601168975	DLGAP4
Retinal ganglion cell	1/18	0.12201338230456223	0.2552762253889777	0	0	8.160839160839162	17.167341601168975	SLIT1
Cement gland	1/18	0.12201338230456223	0.2552762253889777	0	0	8.160839160839162	17.167341601168975	KIAA1324
Style	1/18	0.12201338230456223	0.2552762253889777	0	0	8.160839160839162	17.167341601168975	BSN
Heart	109/14216	0.12761230322547715	0.26437528614400185	0	0	1.2691591813587986	2.6128922429024826	RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;RIMS2;PIP4K2C;BSN;ANKS1B;RBFOX1;SLC15A2;TSPYL1;SLC6A17;LMO4;HPCAL4;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;SCN8A;MAP7D1;HECW1;EEF1A2;TSPYL4;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;NEURL;MAP2;VPS8;TSPAN7;PLXNA4;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;RLTPR;DPP10;GABRB1;GDI1;FAM57B;DIRAS1;SLC35F1;NUDCD3;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DNM1;SYN1;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;SLIT1;CTNNA2;SNCB;CA11;AGK;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1
Skeletal muscle	116/15243	0.1281547997240416	0.26437528614400185	0	0	1.2951392495915535	2.6608847934980946	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;ANKS1B;C11ORF87;RBFOX1;TSPYL1;SLC6A17;LMO4;HPCAL4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;SCN8A;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;KLC2;NEURL;MAP2;VPS8;TSPAN7;ANKRD34A;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;FER;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;GRM5;NUDCD3;LRRTM4;LRRTM1;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;TUBB4A;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1
Bronchus	98/12644	0.1306704308570725	0.2665344338664966	0	0	1.2413102391893485	2.52616181919673	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;RIMS2;FAM19A2;PIP4K2C;ANKS1B;TSPYL1;SLC6A17;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;KLC2;MAP2;ANKRD34A;CADM4;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;DLG1;PPP1R1B;SPATS2L;FXYD7;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DNM1;ANO3;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;DCTN1;PHYHIP;MLLT6;KIAA0513;ZNRF3;SV2B;KIAA1324;ASPDH;CTNNA2;CA11;KCNB1;AGK;GAD1;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;EBAG9
Breast	94/12084	0.13297465606534076	0.2665344338664966	0	0	1.2333678065054212	2.4884388469014946	DPP10;CHRM3;GABRB1;GDI1;CRTC1;FAM57B;KCNC2;CTNND2;DIRAS1;WIPF3;ABAT;SLC35F1;ENO2;CNDP2;RIMS2;GRM5;NUDCD3;LRRTM1;FAM19A2;SH3BGRL2;PIP4K2C;BSN;YWHAG;ANKS1B;DLGAP4;ANKRD6;ZNF365;RBFOX1;TSPYL1;SLC6A17;LMO4;PDE4D;KCNAB2;DUSP8;RUNDC3A;DNM1;SYN1;MAPK8IP1;DKK3;ANO3;CACNB1;KIAA1217;SLC9A6;HECW1;EEF1A2;KCNMA1;PLCB1;VSTM2A;ABCG4;INA;TSPYL4;RTN1;NDRG3;PCDH10;DCTN1;CEND1;NDRG2;ACTR3B;EPB49;MLLT6;KIAA0513;KLC2;ABLIM2;ZNRF3;VPS8;KIAA1324;ASPDH;CTNNA2;ANKRD34A;CA11;CADM4;IQSEC2;RHBDD2;KCNB1;AGK;HOOK3;KIAA1045;HTR5A;SMARCA2;CORO2B;TUBB4A;SNAP91;SYT7;GRIN1;GNAO1;FER;DLG1;NECAP1;PPP2R2C;RAB15;PPP1R1B;RLTPR;CNIH2;EBAG9
Nymph	1/20	0.1346224767664678	0.2665344338664966	0	0	7.301067353698933	14.640690814421307	SCN8A
af1	1/20	0.1346224767664678	0.2665344338664966	0	0	7.301067353698933	14.640690814421307	MLLT6
Leiomyosarcoma cell	1/20	0.1346224767664678	0.2665344338664966	0	0	7.301067353698933	14.640690814421307	RNF41
Phloem	1/20	0.1346224767664678	0.2665344338664966	0	0	7.301067353698933	14.640690814421307	CDK5R1
Teratocarcinoma cell	7/592	0.13592944921166733	0.26732791678294576	0	0	1.6831617692931562	3.3589500842920743	SCAMP5;CHRM3;NDRG3;NECAP1;MAP7D1;VPS8;CNDP2
Tonsil	106/13827	0.14037524035501767	0.26808728798841996	0	0	1.2472429890410013	2.4488819771192145	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;RBFOX1;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;KLC2;MAP2;VPS8;ANKRD34A;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;GNAO1;FER;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MPPED1;KCNMA1;MAPRE3;VSTM2A;INA;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ZNRF3;SV2B;CAMK2N2;ASPDH;CTNNA2;CA11;AGK;KIAA1045;HTR5A;TUBB4A;GRIN1;PPP2R2C;RAB15;LYRM5;EBAG9
Fascicle	1/21	0.14085942250239014	0.26808728798841996	0	0	6.9356643356643355	13.593852781664756	ENO2
Fer	1/21	0.14085942250239014	0.26808728798841996	0	0	6.9356643356643355	13.593852781664756	FER
Hatching gland	1/21	0.14085942250239014	0.26808728798841996	0	0	6.9356643356643355	13.593852781664756	KIAA1324
Heterocyst	1/21	0.14085942250239014	0.26808728798841996	0	0	6.9356643356643355	13.593852781664756	ABCG4
Glioblastoma cell	1/22	0.14705172735166475	0.2780785869791096	0	0	6.605061605061605	12.661710673988173	KCNMA1
Gall bladder	123/16366	0.15550193797428635	0.2921851700790731	0	0	1.3028293506653414	2.4246919062329018	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;RBFOX1;SLC15A2;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;BAI2;SH3BGRL2;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;KIAA1324;SLIT1;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;CDK5R1
Nasal cavity	1/24	0.15930368135572992	0.29556343396188883	0	0	6.030100334448161	11.076950313772782	ENO2
Kidney cancer cell	1/24	0.15930368135572992	0.29556343396188883	0	0	6.030100334448161	11.076950313772782	NDRG2
Blood platelet	46/5583	0.16129089379464442	0.2973800854338757	0	0	1.213863692488012	2.21474984185229	RAB3A;RTN1;RABGAP1;GDI1;DCTN1;STXBP1;ABAT;ENO2;ACTR3B;EPB49;CNDP2;RIMS2;KIAA0513;NUDCD3;KLC2;ABLIM2;VPS8;SH3BGRL2;PIP4K2C;BSN;SNCB;PLXNA4;YWHAG;DLGAP4;SLC6A17;AGK;PDE4D;HOOK3;KCNAB2;RUNDC3A;CORO2B;TUBB4A;SNAP91;DNM1;GNAO1;FER;RALYL;DLG1;NECAP1;PPP2R2C;RAB15;HECW1;EEF1A2;MAPRE3;INA;VAMP2
Astrocyte	1/25	0.16536395835057233	0.3011257266260422	0	0	5.778554778554779	10.399124313170919	HOOK3
Bacteroid	1/25	0.16536395835057233	0.3011257266260422	0	0	5.778554778554779	10.399124313170919	ANKS1B
Stomach	122/16255	0.16962051446370321	0.3064081868164543	0	0	1.2797202797202798	2.2704689770489286	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;RBFOX1;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CPLX2;NDRG2;ACTR3B;EPB49;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;BAI2;SH3BGRL2;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;KIAA1324;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;CDK5R1
Insulinoma cell	1/26	0.17138085025327107	0.3064081868164543	0	0	5.547132867132867	9.784404634118642	MAPK8IP1
Peripheral blood lymphocyte	1/26	0.17138085025327107	0.3064081868164543	0	0	5.547132867132867	9.784404634118642	TSPAN7
Nasopharynx	95/12374	0.1761470620463374	0.3130324295401779	0	0	1.1963598046108255	2.0774022971313935	DPP10;CHRM3;GABRB1;RAB3A;GDI1;CRTC1;FAM57B;KCNC2;CTNND2;DIRAS1;WIPF3;ABAT;FAIM2;ENO2;CNDP2;RIMS2;GRM5;NUDCD3;LRRTM1;FAM19A2;SH3BGRL2;PIP4K2C;BSN;YWHAG;ANKS1B;DLGAP4;ANKRD6;ZNF365;C11ORF87;TSPYL1;SLC6A17;LMO4;PDE4D;KCNAB2;RUNDC3A;DNM1;SYN1;RNF41;MAPK8IP1;DKK3;ANO3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;HECW1;EEF1A2;KCNMA1;MAPRE3;PLCB1;VSTM2A;ABCG4;INA;TSPYL4;NDRG3;DCTN1;STXBP1;NDRG2;ACTR3B;PHYHIP;MLLT6;KIAA0513;KLC2;NEURL;SV2B;MAP2;VPS8;KIAA1324;ASPDH;CTNNA2;ANKRD34A;CA11;CADM4;IQSEC2;RHBDD2;AGK;HOOK3;KIAA1045;SMARCA2;CORO2B;TUBB4A;SNAP91;SYT7;GRIN1;GNAO1;FER;DLG1;NECAP1;PPP2R2C;RAB15;PPP1R1B;SPATS2L;RLTPR;EBAG9
